GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0042300303,1610612738,BOS,Boston,1627759,Jaylen Brown,Jaylen,F,,38:02,10.0,18.0,0.556,1.0,5.0,0.2,3.0,4.0,0.75,0.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,24.0,-1.0
0042300303,1610612738,BOS,Boston,1628369,Jayson Tatum,Jayson,F,,43:57,12.0,23.0,0.522,5.0,10.0,0.5,7.0,11.0,0.636,1.0,9.0,10.0,8.0,1.0,2.0,0.0,3.0,36.0,9.0
0042300303,1610612738,BOS,Boston,201143,Al Horford,Al,C,,34:49,8.0,14.0,0.571,7.0,12.0,0.583,0.0,0.0,0.0,3.0,2.0,5.0,0.0,1.0,3.0,1.0,2.0,23.0,5.0
0042300303,1610612738,BOS,Boston,1628401,Derrick White,Derrick,G,,35:29,3.0,11.0,0.273,2.0,8.0,0.25,5.0,6.0,0.833,1.0,4.0,5.0,7.0,0.0,4.0,0.0,4.0,13.0,4.0
0042300303,1610612738,BOS,Boston,201950,Jrue Holiday,Jrue,G,,38:07,4.0,10.0,0.4,1.0,6.0,0.167,5.0,5.0,1.0,2.0,7.0,9.0,3.0,3.0,1.0,3.0,1.0,14.0,6.0
0042300303,1610612738,BOS,Boston,1630202,Payton Pritchard,Payton,,,14:28,1.0,3.0,0.333,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,1.0,1.0,2.0,-8.0
0042300303,1610612738,BOS,Boston,1630573,Sam Hauser,Sam,,,13:26,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-6.0
0042300303,1610612738,BOS,Boston,1629052,Oshae Brissett,Oshae,,,8:44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,-6.0
0042300303,1610612738,BOS,Boston,1630214,Xavier Tillman,Xavier,,,12:58,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,12.0
0042300303,1610612738,BOS,Boston,1629004,Svi Mykhailiuk,Svi,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0042300303,1610612738,BOS,Boston,1629674,Neemias Queta,Neemias,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0042300303,1610612738,BOS,Boston,1630531,Jaden Springer,Jaden,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0042300303,1610612738,BOS,Boston,1641775,Jordan Walsh,Jordan,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0042300302,1610612738,BOS,Boston,1627759,Jaylen Brown,Jaylen,F,,36:39,14.0,27.0,0.519,4.0,10.0,0.4,8.0,11.0,0.727,2.0,3.0,5.0,2.0,1.0,0.0,2.0,4.0,40.0,18.0
